time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-01-03 11:00:00-05:00,MLTrader,a035647a4700445ab106158db659e842,AAPL,buy,market,new,1,gtc,0.0,1,stock
