time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-03 09:30:00-05:00,MLTrader,fc4b355cdd5d412983282b2d88390169,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:30:00-05:00,MLTrader,cd89a5eae6054fd6b39d4dc5b11bcd3d,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 09:30:00-05:00,MLTrader,fc4b355cdd5d412983282b2d88390169,NVDA,sell,market,fill,1,gtc,0.0,1,stock,148.51,46.0,0.0
2023-01-03 09:30:00-05:00,MLTrader,cd89a5eae6054fd6b39d4dc5b11bcd3d,SOXX,sell,market,fill,1,gtc,0.0,1,stock,117.9567,176.0,0.0
2023-01-04 09:30:00-05:00,MLTrader,86e2961477ae4554be8ea5045fb1d1d1,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:30:00-05:00,MLTrader,83bb25c4a523441ebd59cf4ea08c772f,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:30:00-05:00,MLTrader,86e2961477ae4554be8ea5045fb1d1d1,NVDA,sell,market,fill,1,gtc,0.0,1,stock,145.67,46.0,0.0
2023-01-04 09:30:00-05:00,MLTrader,83bb25c4a523441ebd59cf4ea08c772f,SOXX,sell,market,fill,1,gtc,0.0,1,stock,117.05,176.0,0.0
2023-01-05 09:30:00-05:00,MLTrader,70564ed8252049d88c822115151c3590,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 09:30:00-05:00,MLTrader,bc8dbab0020f4a79b16f9b20a81444ad,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-05 09:30:00-05:00,MLTrader,70564ed8252049d88c822115151c3590,NVDA,sell,market,fill,1,gtc,0.0,1,stock,144.91,46.0,0.0
2023-01-05 09:30:00-05:00,MLTrader,bc8dbab0020f4a79b16f9b20a81444ad,SOXX,sell,market,fill,1,gtc,0.0,1,stock,116.6567,176.0,0.0
2023-01-06 09:30:00-05:00,MLTrader,4d4c88ddf14e4fedb4dfc0d80d198344,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 09:30:00-05:00,MLTrader,945ae2ac6ca64af89669be9b983a8507,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-06 09:30:00-05:00,MLTrader,4d4c88ddf14e4fedb4dfc0d80d198344,NVDA,sell,market,fill,1,gtc,0.0,1,stock,144.74,46.0,0.0
2023-01-06 09:30:00-05:00,MLTrader,945ae2ac6ca64af89669be9b983a8507,SOXX,sell,market,fill,1,gtc,0.0,1,stock,117.4,176.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,546f551addcd4d3e9daee7b210ce5358,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,0b0ad11fffaf4f1e87f1a7bd01466215,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,d36456c1c51b4075bcb2ecbe8ee11a62,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,b9025f79b72843fb9693602da0ad7fdf,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,1d216f1c37d840aaa4db86549b4dd5ee,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-09 09:30:00-05:00,MLTrader,546f551addcd4d3e9daee7b210ce5358,NVDA,buy,market,fill,1,gtc,0.0,1,stock,152.84,123.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,0b0ad11fffaf4f1e87f1a7bd01466215,NVDA,sell,market,fill,1,gtc,0.0,1,stock,152.84,46.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,d36456c1c51b4075bcb2ecbe8ee11a62,SOXX,buy,market,fill,1,gtc,0.0,1,stock,123.4467,152.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,b9025f79b72843fb9693602da0ad7fdf,SOXX,sell,market,fill,1,gtc,0.0,1,stock,123.4467,176.0,0.0
2023-01-09 09:30:00-05:00,MLTrader,1d216f1c37d840aaa4db86549b4dd5ee,SPY,buy,market,fill,1,gtc,0.0,1,stock,390.37,48.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,8ee8fc9160b84f19a278f0617a1b9f29,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,1d63d4023e514dbc9b1783b7e5ed6e9e,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,b294064aa5f64866b2c7b5a870e41ebe,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,15c998fe718440de87c595ce954f6723,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,858de1ab9819407988f7ef997becf26d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,80882a5309ce40aa855b2b22b85e3e36,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-10 09:30:00-05:00,MLTrader,8ee8fc9160b84f19a278f0617a1b9f29,NVDA,buy,market,fill,1,gtc,0.0,1,stock,155.07,121.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,1d63d4023e514dbc9b1783b7e5ed6e9e,NVDA,sell,market,fill,1,gtc,0.0,1,stock,155.07,46.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,b294064aa5f64866b2c7b5a870e41ebe,SOXX,buy,market,fill,1,gtc,0.0,1,stock,123.0333,152.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,15c998fe718440de87c595ce954f6723,SOXX,sell,market,fill,1,gtc,0.0,1,stock,123.0333,176.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,858de1ab9819407988f7ef997becf26d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,130.26,144.0,0.0
2023-01-10 09:30:00-05:00,MLTrader,80882a5309ce40aa855b2b22b85e3e36,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.25,48.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,55320a697b3a411da11f8950ba39cb16,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,8a04007353c747bebf38010d2ca10332,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,ba4b7756bd0343f28712fb648c93b739,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,b9e66d77147d4b83b2bac91d0f9db5bd,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,0651c8b24743487a917942058669808d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,e09f85f73cc14bd18c97ecce639c1faa,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-11 09:30:00-05:00,MLTrader,55320a697b3a411da11f8950ba39cb16,NVDA,buy,market,fill,1,gtc,0.0,1,stock,158.3951,118.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,8a04007353c747bebf38010d2ca10332,NVDA,sell,market,fill,1,gtc,0.0,1,stock,158.3951,46.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,ba4b7756bd0343f28712fb648c93b739,SOXX,buy,market,fill,1,gtc,0.0,1,stock,125.13,150.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,b9e66d77147d4b83b2bac91d0f9db5bd,SOXX,sell,market,fill,1,gtc,0.0,1,stock,125.13,176.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,0651c8b24743487a917942058669808d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,131.25,143.0,0.0
2023-01-11 09:30:00-05:00,MLTrader,e09f85f73cc14bd18c97ecce639c1faa,SPY,buy,market,fill,1,gtc,0.0,1,stock,392.23,48.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,5a8f095eb8e444e5bdc6960dedf44526,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,1352a47043dc415fb761b7196de0d2c4,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,f87169888cde4e639ab6ff207c2c6988,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,78c2b0392b804666a9e912cde07425c3,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,19a7dcd2762f4051ac6edad2f3978f93,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,43bd37346b8442c9a97b4e5dab9f259d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-12 09:30:00-05:00,MLTrader,5a8f095eb8e444e5bdc6960dedf44526,NVDA,buy,market,fill,1,gtc,0.0,1,stock,161.0,58.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,1352a47043dc415fb761b7196de0d2c4,NVDA,sell,market,fill,1,gtc,0.0,1,stock,161.0,23.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,f87169888cde4e639ab6ff207c2c6988,SOXX,buy,market,fill,1,gtc,0.0,1,stock,127.35,74.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,78c2b0392b804666a9e912cde07425c3,SOXX,sell,market,fill,1,gtc,0.0,1,stock,127.35,88.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,19a7dcd2762f4051ac6edad2f3978f93,AAPL,buy,market,fill,1,gtc,0.0,1,stock,133.88,70.0,0.0
2023-01-12 09:30:00-05:00,MLTrader,43bd37346b8442c9a97b4e5dab9f259d,SPY,buy,market,fill,1,gtc,0.0,1,stock,396.67,24.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,8faf85c20e974071aa7cb6e982c757aa,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,14d2f62344e94ffdae1ab1ad8beda920,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,a981d387fec44cc9bcc5214d2e8f65ab,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,23b53c2c70df44d8b69d7a72ddac8dae,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,57cf1e62cb22441780956b9a1682e304,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,77b68a4b06164ae098c9c2faee6453dc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-13 09:30:00-05:00,MLTrader,8faf85c20e974071aa7cb6e982c757aa,NVDA,buy,market,fill,1,gtc,0.0,1,stock,162.78,19.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,14d2f62344e94ffdae1ab1ad8beda920,NVDA,sell,market,fill,1,gtc,0.0,1,stock,162.78,8.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,a981d387fec44cc9bcc5214d2e8f65ab,SOXX,buy,market,fill,1,gtc,0.0,1,stock,126.5433,25.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,23b53c2c70df44d8b69d7a72ddac8dae,SOXX,sell,market,fill,1,gtc,0.0,1,stock,126.5433,29.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,57cf1e62cb22441780956b9a1682e304,AAPL,buy,market,fill,1,gtc,0.0,1,stock,132.03,24.0,0.0
2023-01-13 09:30:00-05:00,MLTrader,77b68a4b06164ae098c9c2faee6453dc,SPY,buy,market,fill,1,gtc,0.0,1,stock,393.62,8.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,3608d9e39bd945d89d568810050dc8eb,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,0e12632402d44f2099383396394cda7b,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,69b05c70e42e4dec8ab0b58df4d7560a,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,217b50c2bb5a480f984ff553c1d64360,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,5eb5c3958e5d40b7af5715e782b3157e,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,7ed4fb7bc34148eeb5074a8d632985e4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-17 09:30:00-05:00,MLTrader,3608d9e39bd945d89d568810050dc8eb,NVDA,buy,market,fill,1,gtc,0.0,1,stock,168.99,19.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,0e12632402d44f2099383396394cda7b,NVDA,sell,market,fill,1,gtc,0.0,1,stock,168.99,8.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,69b05c70e42e4dec8ab0b58df4d7560a,SOXX,buy,market,fill,1,gtc,0.0,1,stock,128.2967,24.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,217b50c2bb5a480f984ff553c1d64360,SOXX,sell,market,fill,1,gtc,0.0,1,stock,128.2967,29.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,5eb5c3958e5d40b7af5715e782b3157e,AAPL,buy,market,fill,1,gtc,0.0,1,stock,134.83,23.0,0.0
2023-01-17 09:30:00-05:00,MLTrader,7ed4fb7bc34148eeb5074a8d632985e4,SPY,buy,market,fill,1,gtc,0.0,1,stock,398.48,8.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,33f21caf44934ba99edfdaad8d5b5b6a,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,7a2423dbbea24dc986d60972a4f0584f,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,703bdb7f85f146518265c3f5741083c0,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,6470a6e61c7943d0a22db05c5d31ba4c,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,6a5d167a125042319e3826be684fa6f4,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,beaf37c2fd2348e488d32efca3f459ec,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,33f21caf44934ba99edfdaad8d5b5b6a,NVDA,buy,market,fill,1,gtc,0.0,1,stock,176.67,18.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,7a2423dbbea24dc986d60972a4f0584f,NVDA,sell,market,fill,1,gtc,0.0,1,stock,176.67,8.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,703bdb7f85f146518265c3f5741083c0,SOXX,buy,market,fill,1,gtc,0.0,1,stock,130.3267,24.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,6470a6e61c7943d0a22db05c5d31ba4c,SOXX,sell,market,fill,1,gtc,0.0,1,stock,130.3267,29.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,6a5d167a125042319e3826be684fa6f4,AAPL,buy,market,fill,1,gtc,0.0,1,stock,136.815,23.0,0.0
2023-01-18 09:30:00-05:00,MLTrader,beaf37c2fd2348e488d32efca3f459ec,SPY,buy,market,fill,1,gtc,0.0,1,stock,399.01,8.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,0fec0d7a80af4e0caabf2c7d1e7117ca,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,c31ef35c9bb54edba15bdbaf71227939,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,7c883161e88a424d9aedc357bb6a4501,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,c4f43469b236468ebb21c1f45f67b712,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,8ad1b92a291b4424a77c29e4687548a3,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,0fec0d7a80af4e0caabf2c7d1e7117ca,NVDA,buy,market,fill,1,gtc,0.0,1,stock,170.36,18.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,c31ef35c9bb54edba15bdbaf71227939,NVDA,sell,market,fill,1,gtc,0.0,1,stock,170.36,8.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,7c883161e88a424d9aedc357bb6a4501,SOXX,buy,market,fill,1,gtc,0.0,1,stock,127.0667,25.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,c4f43469b236468ebb21c1f45f67b712,SOXX,sell,market,fill,1,gtc,0.0,1,stock,127.0667,29.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,8ad1b92a291b4424a77c29e4687548a3,AAPL,buy,market,fill,1,gtc,0.0,1,stock,134.08,23.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,0516e0ccc0f6436f9816f3181e52a634,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,1bc9b390236d4da097a7ceb65b027520,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,d5c14920ecc447feb910e5e9f45b852c,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,7a77e3cb2f8047fb8f795963d2facfd7,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,0516e0ccc0f6436f9816f3181e52a634,NVDA,buy,market,fill,1,gtc,0.0,1,stock,170.11,18.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,1bc9b390236d4da097a7ceb65b027520,NVDA,sell,market,fill,1,gtc,0.0,1,stock,170.11,8.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,d5c14920ecc447feb910e5e9f45b852c,SOXX,sell,market,fill,1,gtc,0.0,1,stock,125.95,29.0,0.0
2023-01-20 09:30:00-05:00,MLTrader,7a77e3cb2f8047fb8f795963d2facfd7,AAPL,buy,market,fill,1,gtc,0.0,1,stock,135.28,23.0,0.0
2023-01-23 09:30:00-05:00,MLTrader,60da5ed382cd40c2b86f4a9280b41506,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-23 09:30:00-05:00,MLTrader,627a495aa7bd4aa4a2196e5037801733,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-23 09:30:00-05:00,MLTrader,1ddaa6bd410c448c978bdaf1ff3abd23,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-23 09:30:00-05:00,MLTrader,4f4625cfd52244299246a7362ddcfcbb,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-23 09:30:00-05:00,MLTrader,60da5ed382cd40c2b86f4a9280b41506,NVDA,buy,market,fill,1,gtc,0.0,1,stock,180.64,17.0,0.0
2023-01-23 09:30:00-05:00,MLTrader,627a495aa7bd4aa4a2196e5037801733,NVDA,sell,market,fill,1,gtc,0.0,1,stock,180.64,8.0,0.0
2023-01-23 09:30:00-05:00,MLTrader,1ddaa6bd410c448c978bdaf1ff3abd23,SOXX,sell,market,fill,1,gtc,0.0,1,stock,129.71,29.0,0.0
2023-01-23 09:30:00-05:00,MLTrader,4f4625cfd52244299246a7362ddcfcbb,AAPL,buy,market,fill,1,gtc,0.0,1,stock,138.12,23.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,2bb22893f1ae47799808ebf219532275,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,5b195f22a7304d76886438bada2f9687,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,4d8c41022bf6416bbcd25d0ad7baf9e1,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,dede529dac9f4a888fdccf796ede0ed5,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,ef2ddd65fe754a1e81f1dd8dcd1e2676,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,4253ae51ba534867ab9023d0db038b6e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-24 09:30:00-05:00,MLTrader,2bb22893f1ae47799808ebf219532275,NVDA,buy,market,fill,1,gtc,0.0,1,stock,188.27,4.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,5b195f22a7304d76886438bada2f9687,NVDA,sell,market,fill,1,gtc,0.0,1,stock,188.27,2.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,4d8c41022bf6416bbcd25d0ad7baf9e1,SOXX,buy,market,fill,1,gtc,0.0,1,stock,133.3167,6.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,dede529dac9f4a888fdccf796ede0ed5,SOXX,sell,market,fill,1,gtc,0.0,1,stock,133.3167,7.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,ef2ddd65fe754a1e81f1dd8dcd1e2676,AAPL,buy,market,fill,1,gtc,0.0,1,stock,140.305,6.0,0.0
2023-01-24 09:30:00-05:00,MLTrader,4253ae51ba534867ab9023d0db038b6e,SPY,buy,market,fill,1,gtc,0.0,1,stock,398.88,2.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,30f2428fefdc4d7fb17953347453620b,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,fcb6bc8aaaa54a06b0073d32d4d11832,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,0abb831c7143440f8451d3b19063e92b,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,43d7e165676e4a47b0c6807e655e175f,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,69bb325b01414176b461ceb72529b5f5,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,e360dad623714b0ab77dbed8da95d62d,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-25 09:30:00-05:00,MLTrader,30f2428fefdc4d7fb17953347453620b,NVDA,buy,market,fill,1,gtc,0.0,1,stock,189.125,4.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,fcb6bc8aaaa54a06b0073d32d4d11832,NVDA,sell,market,fill,1,gtc,0.0,1,stock,189.125,2.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,0abb831c7143440f8451d3b19063e92b,SOXX,buy,market,fill,1,gtc,0.0,1,stock,131.5867,6.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,43d7e165676e4a47b0c6807e655e175f,SOXX,sell,market,fill,1,gtc,0.0,1,stock,131.5867,7.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,69bb325b01414176b461ceb72529b5f5,AAPL,buy,market,fill,1,gtc,0.0,1,stock,140.89,6.0,0.0
2023-01-25 09:30:00-05:00,MLTrader,e360dad623714b0ab77dbed8da95d62d,SPY,buy,market,fill,1,gtc,0.0,1,stock,395.95,2.0,0.0
2023-01-26 09:30:00-05:00,MLTrader,9fa326ef5bd2457d88958103218ce8f1,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,54aaee45805e45b08fd1145eb42a56a4,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,27ef71e7890642719a6952bae9ed9cd2,SOXX,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,dd6d45b7d81a4ef6a51310a38028bd39,SOXX,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,84647ddfe03d43229a2caf52ec3b9fa6,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,3178537a3d454b468660d59e0c9846a0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
