time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-01-03 11:00:00-05:00,MLTrader,f3bb3f387fd94f4cb2f6fc5fc9cac0f3,AAPL,buy,market,new,1,gtc,0.0,1,stock
