time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-01-03 11:00:00-05:00,MLTrader,fc689b3e8e214cbbbb877aee1628490d,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 11:00:00-05:00,MLTrader,fc689b3e8e214cbbbb877aee1628490d,AAPL,buy,market,fill,1,gtc,0.0,1,stock,125.595,199.0,0.0
2023-01-03 13:40:00-05:00,MLTrader,b90ff808f2c3478bb83035e4453d0a61,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 13:40:00-05:00,MLTrader,b90ff808f2c3478bb83035e4453d0a61,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.53,151.0,0.0
2023-01-03 13:50:00-05:00,MLTrader,1d40381577234b4dbc84f4a5dbc8b18f,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 13:50:00-05:00,MLTrader,1d40381577234b4dbc84f4a5dbc8b18f,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.41,113.0,0.0
2023-01-03 14:00:00-05:00,MLTrader,c6a4e07a6b9d4eeea8b71fd44536ff6a,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 14:00:00-05:00,MLTrader,c6a4e07a6b9d4eeea8b71fd44536ff6a,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.82,84.0,0.0
2023-01-03 14:10:00-05:00,MLTrader,28e016896e9a4759a79c401384e1cdb2,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 14:10:00-05:00,MLTrader,28e016896e9a4759a79c401384e1cdb2,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.89,63.0,0.0
2023-01-03 14:20:00-05:00,MLTrader,94cda0b1686048f18f4d7be7545a1e17,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 14:20:00-05:00,MLTrader,94cda0b1686048f18f4d7be7545a1e17,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.52,48.0,0.0
2023-01-03 14:30:00-05:00,MLTrader,3116f67e4d9c41bebe49967d7c37fad6,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 14:30:00-05:00,MLTrader,3116f67e4d9c41bebe49967d7c37fad6,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.578,36.0,0.0
2023-01-03 14:50:00-05:00,MLTrader,5bfc09df7bf14578aafb004afd6a7dc9,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 14:50:00-05:00,MLTrader,5bfc09df7bf14578aafb004afd6a7dc9,AAPL,buy,market,fill,1,gtc,0.0,1,stock,125.165,27.0,0.0
2023-01-03 15:00:00-05:00,MLTrader,4a60a6cd2db44cd0816a1565b820e313,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 15:00:00-05:00,MLTrader,4a60a6cd2db44cd0816a1565b820e313,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.63,20.0,0.0
2023-01-03 15:10:00-05:00,MLTrader,48bd55031eec4d73a785703c74de773f,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 15:10:00-05:00,MLTrader,48bd55031eec4d73a785703c74de773f,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.45,15.0,0.0
2023-01-03 15:20:00-05:00,MLTrader,b083b4f1d7a943c0bc3225640e9a45a3,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 15:20:00-05:00,MLTrader,b083b4f1d7a943c0bc3225640e9a45a3,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.88,11.0,0.0
2023-01-03 15:40:00-05:00,MLTrader,fc15228419cb4fdea7c2fd46cbc126a7,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 15:40:00-05:00,MLTrader,fc15228419cb4fdea7c2fd46cbc126a7,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.895,8.0,0.0
2023-01-03 15:50:00-05:00,MLTrader,710e7960d5124ba49217f5feeb8d2815,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-03 15:50:00-05:00,MLTrader,710e7960d5124ba49217f5feeb8d2815,AAPL,buy,market,fill,1,gtc,0.0,1,stock,124.96,6.0,0.0
2023-01-04 09:30:00-05:00,MLTrader,4840556467384792af52132fe506b921,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:30:00-05:00,MLTrader,4840556467384792af52132fe506b921,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.89,5.0,0.0
2023-01-04 09:40:00-05:00,MLTrader,b276e9787ac3413d9713f744d6503ca0,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:40:00-05:00,MLTrader,b276e9787ac3413d9713f744d6503ca0,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.735,4.0,0.0
2023-01-04 09:50:00-05:00,MLTrader,02cb0e85f84b404198de126dc64b8fb0,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 09:50:00-05:00,MLTrader,02cb0e85f84b404198de126dc64b8fb0,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.325,3.0,0.0
2023-01-04 10:00:00-05:00,MLTrader,d6459af1e3b8400cb521ebe7646337cb,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 10:00:00-05:00,MLTrader,d6459af1e3b8400cb521ebe7646337cb,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.64,2.0,0.0
2023-01-04 10:50:00-05:00,MLTrader,f26a5aec0c1f4d1eb61bc249355a6fd1,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 10:50:00-05:00,MLTrader,f26a5aec0c1f4d1eb61bc249355a6fd1,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.95,1.0,0.0
2023-01-04 11:00:00-05:00,MLTrader,2886cc19405c4f19ab8af2a25448d5fb,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 11:00:00-05:00,MLTrader,2886cc19405c4f19ab8af2a25448d5fb,AAPL,buy,market,fill,1,gtc,0.0,1,stock,126.96,1.0,0.0
2023-01-04 11:10:00-05:00,MLTrader,bd0b2d498d1a4504aa0a6c053d8de303,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
