datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-03 09:40:00-05:00,100000.0,100000.0,0.0
2023-01-03 09:50:00-05:00,100000.0,100000.0,0.0
2023-01-03 10:00:00-05:00,99599.57139999999,50048.655699999996,-0.004004286000000135
2023-01-03 10:10:00-05:00,99431.25570000001,25031.255699999998,-0.001689923938768878
2023-01-03 10:20:00-05:00,98988.9622,25031.255699999998,-0.004448234077768065
2023-01-03 10:30:00-05:00,99103.48,25031.255699999998,0.001156874437865385
2023-01-03 10:40:00-05:00,98698.90139999999,25031.255699999998,-0.004082385401602551
2023-01-03 10:50:00-05:00,99045.69,25031.255699999998,0.003513601418870582
2023-01-03 11:00:00-05:00,99393.6814,25031.255699999998,0.0035134431392218612
2023-01-03 11:10:00-05:00,98867.2314,25031.255699999998,-0.005296614358022977
2023-01-03 11:20:00-05:00,98834.43,25031.255699999998,-0.00033177221143476654
2023-01-03 11:30:00-05:00,98720.18,25031.255699999998,-0.0011559736824505729
2023-01-03 11:40:00-05:00,98666.09,25031.255699999998,-0.0005479122910837519
2023-01-03 11:50:00-05:00,98573.6514,25031.255699999998,-0.0009368831784050125
2023-01-03 12:00:00-05:00,98463.42,25031.255699999998,-0.0011182643478702126
2023-01-03 12:10:00-05:00,98623.8057,25031.255699999998,0.0016288861386288822
2023-01-03 12:20:00-05:00,98586.7685,25031.255699999998,-0.00037554016230778586
2023-01-03 12:30:00-05:00,98625.76,25031.255699999998,0.00039550439266089477
2023-01-03 12:40:00-05:00,98762.0457,25031.255699999998,0.0013818468927389027
2023-01-03 12:50:00-05:00,98527.3314,25031.255699999998,-0.002376563773425433
2023-01-03 13:00:00-05:00,98611.3507,25031.255699999998,0.0008527511991458514
2023-01-03 13:10:00-05:00,98580.33000000002,25031.255699999998,-0.00031457534837298073
2023-01-03 13:20:00-05:00,98524.4772,25031.255699999998,-0.0005665714448310766
2023-01-03 13:30:00-05:00,98965.06719999999,25031.255699999998,0.004471883663037524
2023-01-03 13:40:00-05:00,98776.90000000001,25031.255699999998,-0.0019013496916009398
2023-01-03 13:50:00-05:00,98807.5557,25031.255699999998,0.00031035292664571834
2023-01-03 14:00:00-05:00,98948.9414,25031.255699999998,0.0014309199230599923
2023-01-03 14:10:00-05:00,98784.71,25031.255699999998,-0.001659759040130493
2023-01-03 14:20:00-05:00,98677.41,25031.255699999998,-0.001086200485884925
2023-01-03 14:30:00-05:00,98647.95569999999,25031.255699999998,-0.0002984908095987615
2023-01-03 14:40:00-05:00,98544.41,25031.255699999998,-0.0010496487156296253
2023-01-03 14:50:00-05:00,99124.8512,25031.255699999998,0.005890148411259455
2023-01-03 15:00:00-05:00,98964.31999999999,25031.255699999998,-0.0016194849026922586
2023-01-03 15:10:00-05:00,98937.2731,25031.255699999998,-0.00027329950834797945
2023-01-03 15:20:00-05:00,99104.6514,25031.255699999998,0.001691761807815606
2023-01-03 15:30:00-05:00,99048.54000000001,25031.255699999998,-0.0005661833143786321
2023-01-03 15:40:00-05:00,98956.65,25031.255699999998,-0.0009277269508466413
2023-01-03 15:50:00-05:00,98986.9614,25031.255699999998,0.0003063098841766809
2023-01-03 16:00:00-05:00,98929.4114,25031.255699999998,-0.0005813897020987557
2023-01-04 09:30:00-05:00,100300.94569999998,25031.255699999998,0.013863766908047914
2023-01-04 09:40:00-05:00,100992.58,25031.255699999998,0.006895591015349867
2023-01-04 09:50:00-05:00,100524.73139999999,25031.255699999998,-0.0046325046849977625
2023-01-04 10:00:00-05:00,100291.03139999999,25031.255699999998,-0.002324801038961044
2023-01-04 10:10:00-05:00,99622.75,25031.255699999998,-0.006663421351552623
2023-01-04 10:20:00-05:00,99853.72,25031.255699999998,0.0023184463388132848
2023-01-04 10:30:00-05:00,99624.87569999999,25031.255699999998,-0.002291795438367328
2023-01-04 10:40:00-05:00,99361.7914,25031.255699999998,-0.0026407490915443255
2023-01-04 10:50:00-05:00,99858.9714,25031.255699999998,0.005003734262383652
2023-01-04 11:00:00-05:00,99943.67,25031.255699999998,0.0008481821794532607
2023-01-04 11:10:00-05:00,100089.4229,25031.255699999998,0.0014583504888303622
2023-01-04 11:20:00-05:00,100316.3598,25031.255699999998,0.002267341477497853
2023-01-04 11:30:00-05:00,100537.87569999999,25031.255699999998,0.0022081732275933685
2023-01-04 11:40:00-05:00,101061.26,25031.255699999998,0.005205842040682862
2023-01-04 11:50:00-05:00,100962.47,25031.255699999998,-0.0009775259085429422
2023-01-04 12:00:00-05:00,100845.62999999999,25031.255699999998,-0.0011572617032845622
2023-01-04 12:10:00-05:00,100791.1957,25031.255699999998,-0.0005397784713129239
2023-01-04 12:20:00-05:00,100865.1157,25031.255699999998,0.0007333973913754566
2023-01-04 12:30:00-05:00,100890.85569999999,25031.255699999998,0.00025519229142156874
2023-01-04 12:40:00-05:00,101090.1357,25031.255699999998,0.0019752037844993353
2023-01-04 12:50:00-05:00,101102.1157,25031.255699999998,0.00011850810088476216
2023-01-04 13:00:00-05:00,100728.5557,25031.255699999998,-0.0036948781676188203
2023-01-04 13:10:00-05:00,100833.93049999999,25031.255699999998,0.001046126386581303
2023-01-04 13:20:00-05:00,101009.40569999999,25031.255699999998,0.0017402396111099172
2023-01-04 13:30:00-05:00,100996.84999999999,25031.255699999998,-0.0001243022856434184
2023-01-04 13:40:00-05:00,101243.94570000001,25031.255699999998,0.002446568383073444
2023-01-04 13:50:00-05:00,101191.85999999999,25031.255699999998,-0.0005144574289346338
2023-01-04 14:00:00-05:00,100972.64570000001,25031.255699999998,-0.002166323457242325
2023-01-04 14:10:00-05:00,100491.31139999999,25031.255699999998,-0.004766977201232425
2023-01-04 14:20:00-05:00,101005.10569999999,25031.255699999998,0.005112823117163545
2023-01-04 14:30:00-05:00,100124.1457,25031.255699999998,-0.008721935330839314
2023-01-04 14:40:00-05:00,100407.3386,25031.255699999998,0.0028284176411206285
2023-01-04 14:50:00-05:00,100572.79000000001,25031.255699999998,0.001647801866944576
2023-01-04 15:00:00-05:00,100990.73569999999,25031.255699999998,0.004155653830424599
2023-01-04 15:10:00-05:00,100960.14000000001,25031.255699999998,-0.0003029555115913185
2023-01-04 15:20:00-05:00,100898.1674,25031.255699999998,-0.0006138323500740617
2023-01-04 15:30:00-05:00,100625.6657,25031.255699999998,-0.0027007596572067305
2023-01-04 15:40:00-05:00,100342.55,25031.255699999998,-0.0028135535604212336
2023-01-04 15:50:00-05:00,100573.8614,25031.255699999998,0.002305217477530652
2023-01-04 16:00:00-05:00,100944.31569999999,25031.255699999998,0.003683405358442249
2023-01-05 09:30:00-05:00,100001.5,25031.255699999998,-0.009339958307330365
2023-01-05 09:40:00-05:00,99788.92569999999,25031.255699999998,-0.0021257111143333507
2023-01-05 09:50:00-05:00,99572.4957,25031.255699999998,-0.0021688779439379413
2023-01-05 10:00:00-05:00,99635.87569999999,25031.255699999998,0.0006365211553092109
2023-01-05 10:10:00-05:00,99738.8801,25031.255699999998,0.0010338083474084048
2023-01-05 10:20:00-05:00,99672.92,25031.255699999998,-0.0006613278586431459
2023-01-05 10:30:00-05:00,99905.07860000001,25031.255699999998,0.0023292043616260916
2023-01-05 10:40:00-05:00,99779.4414,25031.255699999998,-0.001257565698967511
2023-01-05 10:50:00-05:00,99846.22,25031.255699999998,0.0006692621151516143
2023-01-05 11:00:00-05:00,99591.04000000001,25031.255699999998,-0.0025557302019044714
2023-01-05 11:10:00-05:00,99675.1246,25031.255699999998,0.000844298844554503
2023-01-05 11:20:00-05:00,99640.85,25031.255699999998,-0.0003438631267081993
2023-01-05 11:30:00-05:00,99690.3657,25031.255699999998,0.0004969417663538422
2023-01-05 11:40:00-05:00,99793.69,25031.255699999998,0.0010364522115502428
2023-01-05 11:50:00-05:00,99886.20569999999,25031.255699999998,0.0009270696373686604
2023-01-05 12:00:00-05:00,99658.5557,25031.255699999998,-0.0022790934784701067
2023-01-05 12:10:00-05:00,99892.3476,25031.255699999998,0.0023459290409924005
2023-01-05 12:20:00-05:00,99511.10569999999,25031.255699999998,-0.003816527583540452
2023-01-05 12:30:00-05:00,99775.06999999999,25031.255699999998,0.0026526114662597244
2023-01-05 12:40:00-05:00,99725.80569999998,25031.255699999998,-0.0004937535999725018
2023-01-05 12:50:00-05:00,99620.4656,25031.255699999998,-0.0010562973070067372
2023-01-05 13:00:00-05:00,99523.5306,25031.255699999998,-0.0009730430330371354
2023-01-05 13:10:00-05:00,99683.2518,25031.255699999998,0.0016048586604302528
2023-01-05 13:20:00-05:00,99570.20139999999,25031.255699999998,-0.001134096229392978
2023-01-05 13:30:00-05:00,100080.99,25031.255699999998,0.005129934386172819
2023-01-05 13:40:00-05:00,100031.4314,25031.255699999998,-0.0004951849497092375
2023-01-05 13:50:00-05:00,99665.5845,25031.255699999998,-0.003657319453293395
2023-01-05 14:00:00-05:00,99706.9314,25031.255699999998,0.00041485634391680293
2023-01-05 14:10:00-05:00,99805.3005,25031.255699999998,0.000986582363119437
2023-01-05 14:20:00-05:00,99870.72,25031.255699999998,0.0006554711991473283
2023-01-05 14:30:00-05:00,99601.06,25031.255699999998,-0.00270009067722754
2023-01-05 14:40:00-05:00,99952.87569999999,25031.255699999998,0.0035322485523747726
2023-01-05 14:50:00-05:00,99972.3414,25031.255699999998,0.0001947487739966114
2023-01-05 15:00:00-05:00,99751.65139999999,25031.255699999998,-0.0022075105665176897
2023-01-05 15:10:00-05:00,99653.1657,25031.255699999998,-0.0009873089679995894
